en_form,domain,en_sense,de_aligned_forms,de_aligned_counts,example_en_sentence,example_de_sentence,n_instances,total_en_form_instances_in_domain,pct_of_form_in_domain
excited,His,Judgement,aufgeregt,aufgeregt:1,"It was said when he got a copy of the King James Bible or "" Aesop 's Fables , "" he was so excited he could n't sleep .","Als er eine Ausgabe der King - James - Bibel hatte , heißt es , oder von "" Äsops Fabeln "" , dann war er so aufgeregt , dass er nicht schlafen konnte .",1,4,0.25
excited,His,Appreciation,,,,,0,4,0.0
good,His,Affect,gut,gut:1,"For on the surface , Lyndon Johnson should have had everything in the world to feel good about in those last years , in the sense that he had been elected to the presidency ; he had all the money he needed to pursue any leisure activity he wanted ; he owned a spacious ranch in the countryside , a penthouse in the city , sailboats , speedboats .","Oberflächlich gesehen hätte Lyndon Johnson alles in der Welt gehabt , um sich die letzten Jahre gut zu fühlen , weil er zu dem Präsidenten gewählt worden war . Er hatte all das Geld , das er brauchte , um in seiner Freizeit zu machen , was er wollte . Ihm gehörten eine weitläufige Ranch auf dem Land , ein Penthouse in der Stadt . Segelboote , Schnellboote .",1,7,0.1429
good,His,Judgement,gut,gut:4,"David Irving was a writer of historical works , most of them about World War II , and virtually all of those works took the position that the Nazis were really not so bad , and the Allies were really not so good .","David Irving war ein Autor historischer Werke , die meisten davon zu dem Zweiten Weltkrieg , und so ziemlich alle dieser Werke vertraten die Position , dass die Nazis gar nicht so schlimm waren und die Alliierten gar nicht so gut .",4,7,0.5714
good,His,Appreciation,"gut, nicht","gut:1, nicht:1","The trick here is my brother would become an experimental poet , not a businessman , but the intention was really good .","Das Lustige dabei ist , dass mein Bruder ein experimenteller Poet geworden ist , und kein Geschäftsmann , aber die Absicht war wirklich gut .",2,7,0.2857
great,His,Affect,,,,,0,3,0.0
great,His,Judgement,"Ur-, großartig","Ur-:1, großartig:1","But they were great , nonetheless .",Sie waren trotzdem großartig .,2,3,0.6667
great,His,Appreciation,groß,groß:1,"The job ahead of us , the task ahead of us , the challenge ahead of us is great .","Die Arbeit , die vor uns liegt , die Aufgabe vor uns , die Herausforderung vor uns , ist groß .",1,3,0.3333
important,His,Affect,,,,,0,3,0.0
important,His,Judgement,wichtig,wichtig:1,"And I do think it is important , and I 'll give you five reasons why , really quickly .","Ich denke , es ist wichtig , und ich nenne Ihnen kurz fünf Gründe .",1,3,0.3333
important,His,Appreciation,"wert, wichtiger","wert:1, wichtiger:1",And I remember thinking in that moment that the bombers made headlines here two years before but this night and these people are as important a story .,"Und ich erinnere mich , wie ich in diesem Moment dachte , dass die Attentäter hier vor zwei Jahren Schlagzeilen gemacht hatten , aber jener Abend und jene Leute sind ebenfalls eine Geschichte wert .",2,3,0.6667
offensive,His,Affect,,,,,0,3,0.0
offensive,His,Judgement,,,,,0,3,0.0
offensive,His,Appreciation,"abstoßend, beleidigend, widerlich","abstoßend:1, beleidigend:1, widerlich:1","What I am talking about is the Muslim extreme right , and the fact that its adherents are or purport to be Muslim makes them no less offensive than the extreme right anywhere else .","Ich spreche hier von dem islamischen Rechtsextremismus und die Tatsache , dass die Anhänger muslimisch sind oder es behaupten zu sein , macht ihn nicht weniger abstoßend als den Rechtsextremismus anderswo .",3,3,1.0
old,His,Affect,alt,alt:2,I was selected as a White House Fellow when I was 24 years old .,"Ich wurde als Stipendiat in dem Weißen Haus ausgewählt , als ich 24 Jahre alt war .",2,6,0.3333
old,His,Judgement,alt,alt:3,"They are over 2,000 years old .",Die sind über 2.000 Jahre alt .,3,6,0.5
old,His,Appreciation,,,My mother was 15 years old when I was born .,"Meine Mutter war 15 , als ich geboren wurde .",1,6,0.1667
rare,His,Affect,,,,,0,4,0.0
rare,His,Judgement,,,,,0,4,0.0
rare,His,Appreciation,"selten, Seltenheit","selten:3, Seltenheit:1","Based on the patients who were brought to his clinic , Kanner speculated that autism is very rare .","Aufgrund der Patienten , die in seine Klinik kamen , spekulierte Kanner , dass Autismus sehr selten sei .",4,4,1.0
safe,His,Affect,Sicherheit,Sicherheit:1,How do I keep my daughter safe ?,Ist meine Tochter in Sicherheit ?,1,4,0.25
safe,His,Judgement,Sicherheit,Sicherheit:3,"A few weeks later , my friend was in a crowd of people pushing with her infant son in her arms to give him to a stranger on a bus , which was one of the last buses leaving Sarajevo to take children out so they could be safe .","Ein paar Wochen später steht meine Freundin in einer Menschenmenge , mit ihrem Baby drückt sie sich nach vorn , um das Kind einem Unbekannten in einem Bus zu geben , es war einer der letzten Busse , der Sarajevo verließ , um die Kinder herauszubringen , damit sie in Sicherheit sind .",3,4,0.75
safe,His,Appreciation,,,,,0,4,0.0
same,His,Affect,,,,,0,8,0.0
same,His,Judgement,"gleich, dasselbe, gleiche","gleich:2, dasselbe:1, gleiche:1",They are the same :,Sie sind alle gleich :,4,8,0.5
same,His,Appreciation,"dasselbe, dieselben, gleich","dasselbe:1, dieselben:1, gleich:1",We must not treat it as if their lies are the same as the facts .,Wir dürfen ihre Lügen nicht als Tatsachen behandeln .,4,8,0.5
simple,His,Affect,,,,,0,4,0.0
simple,His,Judgement,einfach,einfach:1,But it was not to be that simple .,Aber es war nicht ganz so einfach .,1,4,0.25
simple,His,Appreciation,simpel,simpel:3,The idea is actually relatively simple .,Die Idee ist eigentlich relativ simpel .,3,4,0.75
sorry,His,Affect,"Entschuldigen, Leid, bitte, entschuldigen","Entschuldigen:1, Leid:1, bitte:1, entschuldigen:1",""" Whoa , I 'm sorry , hold on , professor , professor .",""" Was , entschuldigen Sie , einen Moment bitte , Professor .",7,7,1.0
sorry,His,Judgement,,,,,0,7,0.0
sorry,His,Appreciation,,,,,0,7,0.0
worth,His,Affect,,,,,0,4,0.0
worth,His,Judgement,"Risiko, Wert","Risiko:1, Wert:1",And it 's worth probably about three MacBook Pros .,Und sein Wert ist wahrscheinlich ungefähr der von drei Macbooks Pro .,2,4,0.5
worth,His,Appreciation,wert,wert:1,"Organizations like HIAS , where I work , and other humanitarian and faith - based organizations , make it easy for you to take a stand when there 's a law that 's worth opposing or a law that 's worth supporting or a policy that needs oversight .","Humanitäre oder religiös geprägte Organisationen oder solche wie HIAS , wo ich bin , stellen sich entschlossen gegen fragwürdige Gesetze , unterstützen solche , die es wert sind , und verweisen auf revisionsbedürftige Richtlinien .",2,4,0.5
wrong,His,Affect,,,,,0,5,0.0
wrong,His,Judgement,geirrt,geirrt:1,Lorna and Judith realized that Kanner had been as wrong about autism being rare as he had been about parents causing it .,"Lorna und Judith erkannten , dass Kanner sich bezüglich der Seltenheit von Autismus und der Verursachung durch die Eltern geirrt hatte .",1,5,0.2
wrong,His,Appreciation,"falsch, Unsinn","falsch:3, Unsinn:1","For most of the 20th century , clinicians told one story about what autism is and how it was discovered , but that story turned out to be wrong , and the consequences of it are having a devastating impact on global public health .","Die Ärzte erzählten eine Geschichte darüber , was Autismus ist und wie es entdeckt wurde , aber diese Geschichte erwies sich als falsch , und die Folge war ein verheerender Einfluss auf die globale öffentliche Gesundheit .",4,5,0.8
able,Med,Affect,"können, Lage, ermöglichte, fähig, gefunden, glücklich, konnten","können:2, Lage:1, ermöglichte:1, fähig:1, gefunden:1, glücklich:1, konnten:1","One professor said , "" Maybe I might be able to help you , kid . ""","Ein Professor sagte : "" Vielleicht kann ich dir helfen , Junge . """,16,22,0.7273
able,Med,Judgement,"Lage, konnten","Lage:3, konnten:1","And he knew her , he would have been able to furnish additional information about her .","Und er kannte sie , er wäre in der Lage gewesen zusätzliche Informationen zu ihr beizusteuern .",4,22,0.1818
able,Med,Appreciation,Lage,Lage:2,"Now , a superorganism is a collection of individuals which show or evince behaviors or phenomena that are not reducible to the study of individuals and that must be understood by reference to , and by studying , the collective . Like , for example , a hive of bees that 's finding a new nesting site , or a flock of birds that 's evading a predator , or a flock of birds that 's able to pool its wisdom and navigate and find a tiny speck of an island in the middle of the Pacific , or a pack of wolves that 's able to bring down larger prey .","Nun , ein Superorganismus ist eine Art Ansammlung von Individuen , welche Verhaltensweisen oder Phänomene zeigen oder bekunden , die nicht auf Untersuchungen von Individuen reduzierbar sind , und die in bezug auf und durch Untersuchungen des Kollektivs verstanden werden müssen , wie zu dem Beispiel ein Bienenstock , der eine neue Niststätte findet , oder ein Vogelschwarm , der einem Raubtier ausweicht , oder ein Vogelschwarm , der in der Lage ist , seine Weisheiten zu vereinen , und der navigiert und einen kleinen Fleck auf einer Insel inmitten des Pazifiks findet , oder ein Rudel Wölfe , das in der Lage ist , eine größere Beute zu erledigen .",2,22,0.0909
available,Med,Affect,,,,,0,4,0.0
available,Med,Judgement,"bereit, verfügbar","bereit:1, verfügbar:1",We patented it so that it would be freely available .,"Wir ließen es patentieren , damit es frei verfügbar ist .",2,4,0.5
available,Med,Appreciation,verfügbar,verfügbar:2,"And in fact , the first pioneering treatments for people as well as dogs , are already becoming available .","Und tatsächlich , die ersten Behandlungsmethoden , für Menschen sowie auch Hunde , werden bereits verfügbar .",2,4,0.5
bad,Med,Affect,schlecht,schlecht:2,Why are we so bad at detecting pancreatic cancer ?,Warum können wir Bauchspeicheldrüsenkrebs so schlecht aufspüren ?,2,6,0.3333
bad,Med,Judgement,schlecht,schlecht:2,But Venus is a very bad -- the worst -- planet .,"Aber Venus ist ganz schlecht , der schlechteste Planet .",2,6,0.3333
bad,Med,Appreciation,schlecht,schlecht:2,"It 's the one that says , not that what you did was bad , but that you are bad .","Es ist diejenige , die einem sagt , das nicht das was man gemacht hat schlecht ist , sondern das man selbst schlecht ist .",2,6,0.3333
better,Med,Affect,"besser, besser fühlen","besser:4, besser fühlen:1","And over the course of the next hour and a half or two , she started to feel better .","Und über einen Zeitraum von eineinhalb bis zwei Stunden , fing sie an sich besser zu fühlen .",5,14,0.3571
better,Med,Judgement,besser,besser:2,She 's doing a lot better this year .,Sie ist dieses Jahr viel besser .,2,14,0.1429
better,Med,Appreciation,"besser, verbessert","besser:6, verbessert:1","This whole Gaia idea , that life makes the world better for itself -- anybody been on a freeway on a Friday afternoon in Los Angeles believing in the Gaia theory ?","Diese ganze Gaia Idee , dass das Leben die Welt für sich verbessert ... Ist jemand schon mal Freitagnachmittags auf der Los Angeles Autobahn gewesen und dabei and die Gaia Theorie geglaubt ?",7,14,0.5
clear,Med,Affect,"klarstellen, missverstehen","klarstellen:1, missverstehen:1","Now , I want to be very clear :","Nicht , dass Sie mich missverstehen :",2,5,0.4
clear,Med,Judgement,klar,klar:1,"It did n't work very well on the schizophrenics , but it was pretty clear in the ' 30s and by the middle of the ' 40s that electroconvulsive therapy was very , very effective in the treatment of depression .","Bei den Schizophrenen hat das nicht besonders gut funktioniert , aber in den 30ern und bis zu der Mitte der 40er war es ziemlich klar , dass Elektrokrampftherapie sehr , sehr effektiv in der Behandlung von Depressionen war .",1,5,0.2
clear,Med,Appreciation,"klar, offensichtlich","klar:1, offensichtlich:1","But if you take the same carbon atoms and interconnect them a different way , you get diamond , which is clear and hard .","Aber wenn Sie dieselben Kohlenstoff - Atome nehmen und sie auf eine andere Weise miteinander verbinden , bekommen Sie einen Diamanten , welcher klar und hart ist .",2,5,0.4
depressed,Med,Affect,"depressiver, depressiv","depressiver:2, depressiv:1","So , as things got worse , as we really began to hate each other , I became progressively depressed over a period of a couple of years trying to save this marriage , which was inevitably not to be saved .","Als also die Dinge schlechter wurden und wir wirklich anfingen uns zu hassen , wurde ich über eine Dauer von ein paar Jahren immer depressiver , während ich versuchte diese Ehe zu retten , die unausweichbar nicht zu retten war .",3,4,0.75
depressed,Med,Judgement,bedrückte,bedrückte:1,"And I was driving home one day , and I get a phone call from the husband 's friend , calling me because he was depressed about what was happening to his friend .","Und ich fuhr eines Tages nach Hause und bekam einen Anruf von einem Freund des Ehemanns , er rief mich an , weil es ihn bedrückte , was mit seinem Freund passierte .",1,4,0.25
depressed,Med,Appreciation,,,,,0,4,0.0
different,Med,Affect,,,,,0,6,0.0
different,Med,Judgement,"anders, unterscheidet","anders:1, unterscheidet:1","We call this antiangiogenic therapy , and it 's completely different from chemotherapy , because it selectively aims at the blood vessels that are feeding the cancers .","Wir nennen dies Anti - angiogenetische Therapie , und sie unterscheidet sich grundsätzlich von der Chemotherapie weil sie ausschliesslich auf die Blutgefässe abzielt , die den Krebs ernähren .",2,6,0.3333
different,Med,Appreciation,"anders, unterschiedliche","anders:3, unterschiedliche:1","Now realize that in a recently infected person , there are millions of these ships ; each one is just slightly different .","Sie müssen verstehen , dass es in einer kürzlich infizierten Person Millionen dieser Schiffe gibt , jedes ein kleines bisschen anders .",4,6,0.6667
effective,Med,Affect,,,,,0,5,0.0
effective,Med,Judgement,"effektiv, effektiver, wirksamer","effektiv:1, effektiver:1, wirksamer:1","But if you change the form that you give the placebo in , like you make a smaller pill , and color it blue , and stamp a letter into it , it is actually measurably more effective .","Aber wenn Sie die Form , in der Sie das Placebo verabreichen , zu dem Beispiel in eine kleinere Pille verändern , und diese blau färben und einen Buchstaben darauf prägen , ist sie tatsächlich messbar effektiver .",3,5,0.6
effective,Med,Appreciation,"Erfolge, effektiv","Erfolge:1, effektiv:1",These surgeries were actually now being effective .,Diese Operationen zeigten nun tatsächlich Erfolge .,2,5,0.4
good,Med,Affect,gut,gut:2,And I felt really good .,Ich fühlte mich richtig gut .,2,13,0.1538
good,Med,Judgement,,,"So our feeling is , if it 's good enough for the rugby team , it 's good enough for health and poverty .","Also ist unser Empfinden , wenn es fürs Rugby - Team reicht , dann reicht es auch für Gesundheit und Armut .",1,13,0.0769
good,Med,Appreciation,"gut, auch, sinnvoll","gut:8, auch:1, sinnvoll:1","So the shorter the bar , the less angiogenesis -- that 's good .","Also um so kürzer der Balken , desto weniger Angiogenese , das ist gut .",10,13,0.7692
happy,Med,Affect,"glücklich, Gehirn, unglücklich","glücklich:2, Gehirn:1, unglücklich:1","And so it is not just what 's happening to these people -- whether they 're losing weight or gaining weight , or becoming rich or becoming poor , or becoming happy or not becoming happy -- that affects us ; it 's also the actual architecture of the ties around us .","Und es ist deshalb nicht nur das , was diesen Menschen passiert -- ob sie abnehmen oder zunehmen , oder reich oder arm werden , oder glücklich oder unglücklich werden -- was uns beeinflusst ; Es ist auch die gegenwärtige Architektur von diesen Verbindungen um uns herum .",4,8,0.5
happy,Med,Judgement,"glücklich, gesund","glücklich:3, gesund:1","Again , a social network , but now we color the people yellow if they 're happy and blue if they 're sad and green in between .","Wieder ein soziales Netzwerk , aber jetzt färben wir die Leute gelb , wenn sie glücklich sind , und blau , wenn sie traurig sind , und grün dazwischen .",4,8,0.5
happy,Med,Appreciation,,,,,0,8,0.0
hard,Med,Affect,,,,,0,8,0.0
hard,Med,Judgement,"schwierig, sehr","schwierig:4, sehr:1","He needs help eating , he needs help getting dressed , he does n't really know where he is or when it is , and it 's been really , really hard .","Er braucht Hilfe bei dem Essen , er braucht Hilfe bei dem Anziehen , er weiß nie wirklich , wo er ist oder wann er ist , und das ist sehr , sehr schwierig .",5,8,0.625
hard,Med,Appreciation,"schwierig, schwer","schwierig:2, schwer:1","The science is hard , the regulatory regime is difficult .",Der wissenschaftliche Teil ist schwer . Die Regulierungsbedingungen sind komplex .,3,8,0.375
healthy,Med,Affect,gesund,gesund:2,"We started with the prescription pad -- a very ordinary piece of paper -- and we asked , not what do patients need to get healthy -- antibiotics , an inhaler , medication -- but what do patients need to be healthy , to not get sick in the first place ?","Wir starteten mit einem Rezept - Block – ein einfaches Stück Papier – und wir fragten nicht , was Patienten brauchten , um gesund zu werden – Antibiotika , ein Inhalationsgerät , Medikamente – sondern was Patienten brauchten , um gesund zu sein und gar nicht erst krank zu werden .",2,8,0.25
healthy,Med,Judgement,"gesund, Gesundheit","gesund:2, Gesundheit:1","But today we have a thousand college student advocates who are working to connect nearly 9,000 patients and their families with the resources that they need to be healthy .","Heute haben wir gut tausend Anwaltsstudenten , die für uns arbeiten und die fast 9.000 Patienten und ihre Familien mit den Ressourcen versorgen , die sie für ihre Gesundheit benötigen .",3,8,0.375
healthy,Med,Appreciation,gesund,gesund:3,What if our health care system kept us healthy ?,"Rebecca Onie : Was , wenn unser Gesundheitswesen uns gesund erhielte ?",3,8,0.375
higher,Med,Affect,,,,,0,5,0.0
higher,Med,Judgement,,,,,0,5,0.0
higher,Med,Appreciation,"höher, oben","höher:4, oben:1","In the developing world , the data is much sketchier but the death toll is almost certainly higher .","In den Entwicklungsländern sind die Daten viel lückenhafter , aber die Zahl der Todesopfer ist beinahe garantiert höher .",5,5,1.0
interested,Med,Affect,"interessiere, interessierten","interessiere:1, interessierten:1",And here is a growing list of antiangiogenic foods and beverages that we 're interested in studying .,Und hier sehen Sie eine wachsende Liste von anti - antiogenetischen Lebensmitteln und Getränken die wir studieren wollen .,3,6,0.5
interested,Med,Judgement,interessierten,interessierten:1,"So they got very interested in producing convulsions , measured types of convulsions .","Daher interessierten sie sich sehr für das Auslösen von Krämpfen , abgemessenen Arten von Krämpfen .",1,6,0.1667
interested,Med,Appreciation,"interessieren, interessiert","interessieren:1, interessiert:1","For some time I have been interested in the placebo effect , which might seem like an odd thing for a magician to be interested in , unless you think of it in the terms that I do , which is , "" Something fake is believed in enough by somebody that it becomes something real . ""","Seit einiger Zeit interessiere ich mich für den Placebo - Effekt . Es mag merkwürdig erscheinen , dass sich ein Magier dafür interessiert , es sei denn , Sie betrachten es so wie ich , als "" eine Täuschung , die zu etwas Echtem wird , wenn jemand nur fest genug daran glaubt . """,2,6,0.3333
obese,Med,Affect,,,,,0,6,0.0
obese,Med,Judgement,,,,,0,6,0.0
obese,Med,Appreciation,"fettleibig, korpulent","fettleibig:5, korpulent:1","This here shows , on the Y - axis , the increase in the probability that a person is obese given that a social contact of theirs is obese and , on the X - axis , the degrees of separation between the two people .","Das hier zeigt auf der Y- Achse den Anstieg der Wahrscheinlichkeit , dass eine Person fettleibig ist , ausgehend von ihren sozialen Kontakten , die fettleibig sind . Und auf der X- Achse , der Grad an ( sozialer ) Entfernung zwischen diesen zwei Menschen .",6,6,1.0
old,Med,Affect,,,,,0,5,0.0
old,Med,Judgement,"alt, Lebens","alt:3, Lebens:1",How can it be that 2.6 million babies die around the world before they 're even one month old ?,"Wie kann es sein , dass 2,6 Millionen Babys auf der ganzen Welt sterben , bevor sie überhaupt einen Monat alt sind ?",4,5,0.8
old,Med,Appreciation,jünger,jünger:1,"Neonatal is simply an adjective , an adjective that means that the child is less than one month old .","Neugeboren ist bloß ein Adjektiv , ein Adjektiv mit der Bedeutung , dass das Kind jünger als einen Monat ist .",1,5,0.2
right,Med,Affect,"richtig, recht","richtig:2, recht:1","However , subjecting myself to that interrogation -- I answered all their questions , and I guessed on quite a few but I got them right -- and I finally landed the lab space I needed .","Aber ich stellte mich der Befragung , beantwortete all ihre Fragen , und musste auch bei manchen raten , aber ich lag richtig , und schliesslich erhielt ich den benötigten Platz in dem Labor .",4,7,0.5714
right,Med,Judgement,"also, richtig","also:1, richtig:1",Well she was back all right .,Sie war also zurück .,2,7,0.2857
right,Med,Appreciation,recht,recht:1,Fear that the naysayers were right and the cats would simply find a new food .,"Angst , dass die Neinsager recht hatten , und dass die Katzen einfach ein anderes Futter finden würden .",1,7,0.1429
sorry,Med,Affect,"leid, Entschuldigung, bedaure","leid:3, Entschuldigung:1, bedaure:1","I 'm sorry about that , but I strive to learn one thing that I can pass on to other people .","Ich bedaure das . bin aber aber ich versuche best möglich daraus zu lernen , um es andere weiterzugeben .",5,5,1.0
sorry,Med,Judgement,,,,,0,5,0.0
sorry,Med,Appreciation,,,,,0,5,0.0
sure,Med,Affect,"sicher, ,, , dass, Ahnung, dass","sicher:4, ,:2, , dass:2, Ahnung:1, dass:1","One professor even went through my entire procedure , painstakingly -- I 'm not really sure where he got all this time -- and he went through and said why each and every step was like the worst mistake I could ever make .","Ein Professor ging sogar meine gesamte Anleitung ganz akribisch durch -- ich weiß nicht , woher er die Zeit nahm -- und er ging sie durch und sagte mir , warum jeder Schritt darin der schlimmste Fehler war , den ich machen könnte .",11,12,0.9167
sure,Med,Judgement,,,,,0,12,0.0
sure,Med,Appreciation,",",",:1","It 's like , as many times as the virus changes its clothes , it 's still wearing the same socks , and now our job is to make sure we get the body to really hate those socks .","Es ist als ob das Virus , egal wie oft es seine Kleider wechselt , immer noch die selben Socken trägt , und unsere Aufgabe ist es jetzt , sicher zu stellen , dass der Körper diese Socken wirklich hasst .",1,12,0.0833
worse,Med,Affect,schlechter,schlechter:1,But too often my treatments made them feel worse .,Aber in zu vielen Fällen fühlten sie sich durch meine Behandlung schlechter .,1,5,0.2
worse,Med,Judgement,,,,,0,5,0.0
worse,Med,Appreciation,"schlimmer, schlechter","schlimmer:3, schlechter:1",The second mistake that I made was worse .,Mein zweiter Fehler war schlimmer .,4,5,0.8
able,Phi,Affect,können,können:1,"For the first time in the history of this planet , we are able to directly design organisms .","Zu dem ersten Mal in der Geschichte unseres Planeten , können wir ohne Umwege Organismen entwickeln .",3,9,0.3333
able,Phi,Judgement,"Lage, benutzen","Lage:1, benutzen:1","Tell us , Charlie , why would you say he should be able to use a golf cart ?","Sagen Sie uns , Charlie , warum sagen Sie , er sollte den Golfwagen benutzen ?",2,9,0.2222
able,Phi,Appreciation,"isolieren, können","isolieren:1, können:1","One blueprint for trouble , making collapse likely , is where there is a conflict of interest between the short - term interest of the decision - making elites and the long - term interest of the society as a whole , especially if the elites are able to insulate themselves from the consequences of their actions .","Ein Rezept für Probleme , die den Kollaps wahrscheinlich machen , ist , wenn ein Interessenkonflikt besteht zwischen kurzfristigen Interessen der Entscheidungsträger und den langfristigen Interessen der Gesellschaft als Ganzes , besonders wenn die Eliten sich von den Konsequenzen ihrer Handlungen isolieren können .",4,9,0.4444
afraid,Phi,Affect,"befürchte, konkurrenzfähig","befürchte:1, konkurrenzfähig:1","We see this in medicine . ( "" Although it 's nothing serious , let 's keep an eye on it to make sure it does n't turn into a major lawsuit . "" ) And we certainly see it in the world of business . ( "" In order to remain competitive in today 's marketplace , I 'm afraid we 're going to have to replace you with a sleezeball . "" ) ( "" I sold my soul for about a tenth of what the damn things are going for now . "" ) It is obvious that this is not the way people want to do their work .","Wir sehen dies in der Medizin . ( "" Obwohl es nichts Ernstes ist , lasst es uns in dem Auge behalten um sicher zu gehen , dass daraus keine ernste Klage wird . "" ) Wir sehen es deutlich in der Geschäftswelt . ( "" Um in dem heutigen Markt konkurrenzfähig zu bleiben , müssen wir sie leider durch einen Widerling ersetzen . "" ) ( "" Ich hab meine Seele für ein zehntel dessen verkauft , was das verdammte Ding heute wert ist . "" ) Es ist offensichtlich , dass dies nicht die Art ist wie Leute arbeiten wollen .",2,3,0.6667
afraid,Phi,Judgement,verängstigt,verängstigt:1,"Well , pretty soon they were barraged with enraged letters , death threats , ban on the topic in a number of scientific journals , coming from irate left - handers and their advocates , and they were literally afraid to open their mail because of the venom and vituperation that they had inadvertently inspired .","Wie dem auch sei , schon bald wurden Sie bombardiert mit erbosten Briefen , Todesdrohungen , einer Sperre zu diesem Thema in gewissen wissenschaftlichen Zeitschriften zu publizieren , die von empörten Linkshändern und deren Anwälten stammten und sie waren buchstäblich zu verängstigt , ihre Post zu öffnen , wegen der Giftigkeiten und Schmähungen die sie aus Unachtsamkeit heraufbeschworen haben .",1,3,0.3333
afraid,Phi,Appreciation,,,,,0,3,0.0
better,Phi,Affect,"besser, besseres","besser:3, besseres:1",We 'll all be better off if good music is played rather than terrible music .,Wir alle wären besser dran wenn eine gute Musik und nicht schlechte gespielt werden würde .,4,28,0.1429
better,Phi,Judgement,besser,besser:7,"But a cold climate is n't necessarily fatal , because the Inuit -- the Eskimos inhabiting Greenland at the same time -- did better , rather than worse , with cold climates .","Jh . Aber ein kaltes Klima ist nicht notwendigerweise fatal , denn den Inuit , den Eskimos , die gleichzeitig auf Grönland lebten - ging es dabei besser statt schlechter .",7,28,0.25
better,Phi,Appreciation,"besser, bessere, bessern","besser:12, bessere:2, bessern:1","If you have one reason for doing something and I give you a second reason for doing the same thing , it seems only logical that two reasons are better than one and you 're more likely to do it .","Wenn man einen Grund hat etwas zu tun und einen Zweiten für die gleiche Aktion bekommt scheint es logisch , dass zwei Gründe besser als einer sind und es wahrscheinlicher ist , dass man es tut .",17,28,0.6071
close,Phi,Affect,,,,,0,4,0.0
close,Phi,Judgement,nah,nah:1,"I do n't have an answer to how this impacts on our dignity , other than to suggest that maybe the seventh kingdom , because it 's so close to what life is about , maybe we can bring it back and have it help us monitor life .","Ich habe keine Antwort darauf , wie das unsere Würde betrifft , nur den Vorschlag , dass vielleicht das siebte Reich , weil es so nah an dem ist , worum es bei Leben geht , vielleicht können wir es zurück bringen und dazu bringen uns zu helfen , das Leben zu kontrollieren .",1,4,0.25
close,Phi,Appreciation,"annähernd, nahe","annähernd:1, nahe:1","There are also societies today that may be close to collapse , such as Nepal , Indonesia and Columbia .","Es gibt auch heute Gesellschaften , die vielleicht nahe an dem Kollaps stehen , wie etwa Nepal , Indonesien und Kolumbien .",3,4,0.75
concerned,Phi,Affect,"beschäftigt, besorgter","beschäftigt:1, besorgter:1","And if we 're more concerned about our fellow primates than we are about insects , as indeed we are , it 's because we think they 're exposed to a greater range of potential happiness and suffering .","Und wenn wir besorgter um andere Primaten als um Insekten sind , was tatsächlich so ist , kommt das daher , dass wir denken , dass sie einer weiteren Bandbreite von potentiellem Glück und Leid ausgesetzt sind .",3,4,0.75
concerned,Phi,Judgement,,,,,0,4,0.0
concerned,Phi,Appreciation,,,"But for that distinction between how things consciously seem and how they really are , you ca n't make that distinction for the very existence of consciousness , because where the very existence of consciousness is concerned , if it consciously seems to you that you are conscious , you are conscious .","Aber bei der Unterscheidung zwischen dem , wie die Dinge uns bewusst sind und wie sie wirklich sind , kann man für das Bewusstsein selbst keine Unterscheidung machen , denn was das Bewusstsein selbst angeht : Wenn es Ihnen bewusst erscheint , dass sie bei Bewusstsein sind , dann sind sie bei Bewusstsein .",1,4,0.25
good,Phi,Affect,gut,gut:1,"And I 'm not just an academic , I 'm a philosopher , so I like to think that I 'm actually pretty good at arguing .","Ich bin nicht nur Wissenschaftler , sondern auch Philosoph , also würde ich behaupten , dass ich sogar sehr gut in dem Streiten bin .",1,18,0.0556
good,Phi,Judgement,gut,gut:5,Is it any good ?,Ist es gut ?,5,18,0.2778
good,Phi,Appreciation,"gut, nützlich, gütig","gut:9, nützlich:2, gütig:1","Especially because the decision makers in the United States are frequently able to insulate themselves from consequences by living in gated compounds , by drinking bottled water and so on . And within the last couple of years , it 's been obvious that the elite in the business world correctly perceive that they can advance their short - term interest by doing things that are good for them but bad for society as a whole , such as draining a few billion dollars out of Enron and other businesses .","Insbesondere , weil die Entscheidungsträger in den USA sich oft von den Konsequenzen isolieren können , indem sie in eingezäunten Vierteln wohnen , Wasser in Flaschen trinken usw . Und in den letzten paar Jahren wurde es offensichtlich , dass die Eliten der Geschäftswelt korrekterweise erkennen , dass sie ihre kurzfristigen Interessen vorantreiben können , indem sie Dinge tun , die zwar gut für sie selbst sind , aber schlecht für die Gesellschaft als Ganzes , etwa ein paar Milliarden Dollar aus Enron und anderen Unternehmen abzweigen .",12,18,0.6667
hard,Phi,Affect,,,,,0,10,0.0
hard,Phi,Judgement,"schwer, schwierig","schwer:1, schwierig:1","Even when we try to get rid of a technology , it 's actually very hard .","Selbst wenn wir versuchen , eine Technik loszuwerden , ist es sehr schwer .",2,10,0.2
hard,Phi,Appreciation,"schwer, schwierig, hart","schwer:5, schwierig:2, hart:1",And the other generalization that I want to mention is that it 's particularly hard for a society to make quote - unquote good decisions when there is a conflict involving strongly held values that are good in many circumstances but are poor in other circumstances .,"Und die andere Verallgemeinerung , die ich erwähnen möchte , ist , dass es besonders hart für eine Gesellschaft ist , gute Entscheidungen zu treffen , wenn Werte stark vertreten werden , die unter vielen Umständen nützlich sind , aber unter anderen Umständen schaden .",8,10,0.8
important,Phi,Affect,,,,,0,6,0.0
